id,employee_id,name,role,department,email,phone,joining_date,notice_period_days,previous_hospital,previous_experience_years,current_salary,status,last_updated
631,EMP0631,Lisa Miller,Receptionist,Pediatrics,employee631@healthcare.com,+1-842-644-1648,2022-10-27,90,Central Hospital,11,90577,Active,2025-12-12T07:51:19.478981
632,EMP0632,Maria Davis,Receptionist,Cardiology,employee632@healthcare.com,+1-907-231-5326,2025-08-11,60,Central Hospital,13,101106,Active,2025-12-12T07:51:19.478981
633,EMP0633,Lisa Wilson,Administrator,Surgery,employee633@healthcare.com,+1-654-794-5539,2022-03-20,60,Central Hospital,8,92988,Active,2025-12-12T07:51:19.478981
634,EMP0634,Robert Taylor,Nurse,Pediatrics,employee634@healthcare.com,+1-598-616-5755,2023-08-24,90,Metro Clinic,15,55667,Active,2025-12-12T07:51:19.478981
635,EMP0635,James Brown,Pharmacist,Orthopedics,employee635@healthcare.com,+1-200-457-9270,2024-12-14,30,Metro Clinic,0,76317,On Leave,2025-12-12T07:51:19.478981
636,EMP0636,David Anderson,Doctor,Neurology,employee636@healthcare.com,+1-330-423-9476,2023-11-16,60,Central Hospital,6,143513,On Leave,2025-12-12T07:51:19.478981
637,EMP0637,Lisa Smith,Administrator,Emergency,employee637@healthcare.com,+1-205-479-7127,2021-04-14,90,Metro Clinic,11,95713,Active,2025-12-12T07:51:19.478981
638,EMP0638,Robert Brown,Doctor,Surgery,employee638@healthcare.com,+1-983-122-8299,2021-07-27,60,Metro Clinic,7,56693,Active,2025-12-12T07:51:19.478981
639,EMP0639,Sarah Smith,Doctor,Emergency,employee639@healthcare.com,+1-731-624-2841,2025-04-21,60,Care Hospital,11,143645,On Leave,2025-12-12T07:51:19.478981
640,EMP0640,Michael Williams,Nurse,Cardiology,employee640@healthcare.com,+1-301-716-9868,2022-03-09,60,Metro Clinic,15,108305,On Leave,2025-12-12T07:51:19.478981
641,EMP0641,Maria Anderson,Receptionist,Cardiology,employee641@healthcare.com,+1-784-337-9181,2022-02-18,90,General Medical Center,11,146654,Active,2025-12-12T07:51:19.478981
642,EMP0642,Sarah Williams,Nurse,Cardiology,employee642@healthcare.com,+1-352-441-7858,2025-03-17,30,Metro Clinic,13,127672,Active,2025-12-12T07:51:19.478981
643,EMP0643,Emily Johnson,Administrator,Emergency,employee643@healthcare.com,+1-587-134-3510,2024-01-18,90,City Hospital,4,70086,Active,2025-12-12T07:51:19.478981
644,EMP0644,Maria Anderson,Lab Technician,Neurology,employee644@healthcare.com,+1-234-230-2190,2023-03-04,60,City Hospital,9,80046,Active,2025-12-12T07:51:19.478981
645,EMP0645,Michael Williams,Doctor,Pediatrics,employee645@healthcare.com,+1-508-900-7366,2024-10-09,30,Central Hospital,6,119510,On Leave,2025-12-12T07:51:19.478981
646,EMP0646,David Davis,Nurse,Orthopedics,employee646@healthcare.com,+1-414-856-6763,2023-02-20,30,Care Hospital,6,88503,Active,2025-12-12T07:51:19.478981
647,EMP0647,John Anderson,Doctor,Surgery,employee647@healthcare.com,+1-573-707-8435,2021-01-22,60,General Medical Center,13,139360,Active,2025-12-12T07:51:19.478981
648,EMP0648,Michael Williams,Receptionist,Surgery,employee648@healthcare.com,+1-749-625-3637,2022-03-20,30,Care Hospital,5,67362,On Leave,2025-12-12T07:51:19.478981
649,EMP0649,Lisa Anderson,Lab Technician,Cardiology,employee649@healthcare.com,+1-674-734-2562,2025-04-14,60,General Medical Center,7,40959,Active,2025-12-12T07:51:19.478981
650,EMP0650,Robert Brown,Lab Technician,Emergency,employee650@healthcare.com,+1-993-608-6994,2021-03-09,30,Metro Clinic,11,121626,Active,2025-12-12T07:51:19.478981
651,EMP0651,James Taylor,Pharmacist,Surgery,employee651@healthcare.com,+1-888-179-2064,2025-09-16,90,Central Hospital,4,108753,Active,2025-12-12T07:51:19.478981
652,EMP0652,Sarah Taylor,Nurse,Pediatrics,employee652@healthcare.com,+1-307-215-2702,2023-07-19,60,Care Hospital,1,148199,Active,2025-12-12T07:51:19.478981
653,EMP0653,Michael Johnson,Nurse,Cardiology,employee653@healthcare.com,+1-490-828-2926,2024-02-27,60,Metro Clinic,10,111357,Active,2025-12-12T07:51:19.478981
654,EMP0654,James Taylor,Administrator,Emergency,employee654@healthcare.com,+1-743-330-1348,2023-06-01,60,City Hospital,6,70951,Active,2025-12-12T07:51:19.478981
655,EMP0655,James Brown,Nurse,Pediatrics,employee655@healthcare.com,+1-684-286-2508,2021-06-04,30,Central Hospital,5,50458,Active,2025-12-12T07:51:19.478981
656,EMP0656,David Taylor,Nurse,Cardiology,employee656@healthcare.com,+1-378-192-2777,2021-08-07,30,Care Hospital,14,104948,Active,2025-12-12T07:51:19.478981
657,EMP0657,John Johnson,Lab Technician,Neurology,employee657@healthcare.com,+1-705-887-8486,2023-10-18,60,Care Hospital,2,133592,On Leave,2025-12-12T07:51:19.478981
658,EMP0658,Emily Taylor,Pharmacist,Orthopedics,employee658@healthcare.com,+1-805-446-2779,2020-12-24,60,Care Hospital,14,142848,Active,2025-12-12T07:51:19.478981
659,EMP0659,Sarah Taylor,Nurse,Cardiology,employee659@healthcare.com,+1-923-268-8467,2022-03-17,90,City Hospital,14,66304,On Leave,2025-12-12T07:51:19.478981
660,EMP0660,Lisa Wilson,Nurse,Emergency,employee660@healthcare.com,+1-329-949-3397,2022-06-13,30,City Hospital,3,62605,Active,2025-12-12T07:51:19.478981
661,EMP0661,Sarah Davis,Receptionist,Emergency,employee661@healthcare.com,+1-783-694-5739,2025-11-12,60,General Medical Center,8,86288,Active,2025-12-12T07:51:19.478981
662,EMP0662,Maria Miller,Doctor,Surgery,employee662@healthcare.com,+1-625-979-7022,2022-02-06,30,City Hospital,14,73874,Active,2025-12-12T07:51:19.478981
663,EMP0663,James Johnson,Lab Technician,Cardiology,employee663@healthcare.com,+1-977-841-6680,2023-10-16,90,Care Hospital,12,131785,Active,2025-12-12T07:51:19.478981
664,EMP0664,John Smith,Pharmacist,Emergency,employee664@healthcare.com,+1-508-557-6898,2023-04-24,90,Metro Clinic,14,57304,Active,2025-12-12T07:51:19.478981
665,EMP0665,Michael Davis,Lab Technician,Cardiology,employee665@healthcare.com,+1-784-473-2213,2025-10-03,60,Care Hospital,12,125973,Active,2025-12-12T07:51:19.478981
666,EMP0666,John Davis,Lab Technician,Neurology,employee666@healthcare.com,+1-792-486-7720,2024-12-25,90,Care Hospital,5,77185,Active,2025-12-12T07:51:19.478981
667,EMP0667,Robert Anderson,Lab Technician,Orthopedics,employee667@healthcare.com,+1-361-227-2355,2022-05-29,60,Metro Clinic,5,145454,Active,2025-12-12T07:51:19.478981
668,EMP0668,Maria Williams,Lab Technician,Orthopedics,employee668@healthcare.com,+1-229-855-5473,2021-09-09,30,Central Hospital,12,70742,Active,2025-12-12T07:51:19.478981
669,EMP0669,Maria Smith,Nurse,Surgery,employee669@healthcare.com,+1-489-579-7236,2021-07-30,60,General Medical Center,15,78559,Active,2025-12-12T07:51:19.478981
670,EMP0670,David Taylor,Receptionist,Pediatrics,employee670@healthcare.com,+1-218-560-6428,2024-09-29,30,Care Hospital,7,113142,Active,2025-12-12T07:51:19.478981
671,EMP0671,Jessica Anderson,Nurse,Emergency,employee671@healthcare.com,+1-272-703-4264,2021-11-25,30,Metro Clinic,14,45875,Active,2025-12-12T07:51:19.478981
672,EMP0672,Sarah Johnson,Receptionist,Pediatrics,employee672@healthcare.com,+1-765-476-9298,2022-06-28,60,City Hospital,8,79919,On Leave,2025-12-12T07:51:19.478981
673,EMP0673,Emily Taylor,Doctor,Cardiology,employee673@healthcare.com,+1-286-559-6102,2023-08-25,30,General Medical Center,13,79496,On Leave,2025-12-12T07:51:19.478981
674,EMP0674,David Anderson,Nurse,Pediatrics,employee674@healthcare.com,+1-837-623-5862,2024-01-16,30,General Medical Center,0,100023,Active,2025-12-12T07:51:19.478981
675,EMP0675,David Brown,Lab Technician,Neurology,employee675@healthcare.com,+1-288-469-8831,2020-12-29,30,Central Hospital,2,114356,On Leave,2025-12-12T07:51:19.478981
676,EMP0676,David Smith,Lab Technician,Surgery,employee676@healthcare.com,+1-716-196-5007,2024-08-17,90,Central Hospital,2,53317,On Leave,2025-12-12T07:51:19.478981
677,EMP0677,James Davis,Administrator,Emergency,employee677@healthcare.com,+1-268-751-1363,2022-12-14,30,City Hospital,9,94366,Active,2025-12-12T07:51:19.478981
678,EMP0678,Maria Brown,Nurse,Surgery,employee678@healthcare.com,+1-811-261-4790,2021-09-25,60,Metro Clinic,13,60656,On Leave,2025-12-12T07:51:19.478981
679,EMP0679,David Anderson,Pharmacist,Neurology,employee679@healthcare.com,+1-964-823-9390,2023-01-03,60,General Medical Center,7,82648,Active,2025-12-12T07:51:19.481637
680,EMP0680,James Wilson,Doctor,Cardiology,employee680@healthcare.com,+1-791-882-2566,2024-02-18,60,Central Hospital,12,132614,Active,2025-12-12T07:51:19.481637
681,EMP0681,John Miller,Nurse,Surgery,employee681@healthcare.com,+1-308-245-4296,2022-07-26,30,Care Hospital,5,116618,Active,2025-12-12T07:51:19.481637
682,EMP0682,David Brown,Receptionist,Cardiology,employee682@healthcare.com,+1-958-320-9010,2025-05-29,60,Metro Clinic,4,45709,Active,2025-12-12T07:51:19.481637
683,EMP0683,Maria Moore,Pharmacist,Orthopedics,employee683@healthcare.com,+1-456-633-2473,2022-05-01,90,Central Hospital,0,96184,On Leave,2025-12-12T07:51:19.481637
684,EMP0684,John Williams,Administrator,Cardiology,employee684@healthcare.com,+1-870-564-1778,2022-10-10,60,Care Hospital,15,89695,On Leave,2025-12-12T07:51:19.481637
685,EMP0685,Robert Brown,Receptionist,Surgery,employee685@healthcare.com,+1-831-687-1898,2025-03-01,60,Metro Clinic,2,59826,Active,2025-12-12T07:51:19.481637
686,EMP0686,David Johnson,Doctor,Orthopedics,employee686@healthcare.com,+1-955-956-5050,2021-03-05,30,General Medical Center,4,148947,Active,2025-12-12T07:51:19.481637
687,EMP0687,John Davis,Doctor,Emergency,employee687@healthcare.com,+1-569-797-4201,2025-11-07,60,Care Hospital,4,129719,Active,2025-12-12T07:51:19.481637
688,EMP0688,Jessica Smith,Pharmacist,Neurology,employee688@healthcare.com,+1-502-552-4897,2023-04-09,30,Metro Clinic,4,50024,Active,2025-12-12T07:51:19.481637
689,EMP0689,David Moore,Nurse,Orthopedics,employee689@healthcare.com,+1-863-712-1128,2023-12-13,30,Care Hospital,14,121679,On Leave,2025-12-12T07:51:19.481637
690,EMP0690,Emily Smith,Nurse,Neurology,employee690@healthcare.com,+1-584-284-9654,2021-12-19,90,Metro Clinic,14,83884,On Leave,2025-12-12T07:51:19.481637
691,EMP0691,Sarah Moore,Receptionist,Orthopedics,employee691@healthcare.com,+1-312-731-4446,2025-03-15,60,Metro Clinic,13,143234,Active,2025-12-12T07:51:19.481637
692,EMP0692,John Anderson,Lab Technician,Neurology,employee692@healthcare.com,+1-226-152-5867,2021-03-09,30,Care Hospital,9,104552,Active,2025-12-12T07:51:19.481637
693,EMP0693,Michael Anderson,Lab Technician,Surgery,employee693@healthcare.com,+1-666-138-5184,2021-07-12,60,General Medical Center,3,82984,Active,2025-12-12T07:51:19.481637
694,EMP0694,Maria Wilson,Lab Technician,Cardiology,employee694@healthcare.com,+1-264-587-4185,2022-08-22,60,Care Hospital,2,66573,Active,2025-12-12T07:51:19.481637
695,EMP0695,David Davis,Pharmacist,Emergency,employee695@healthcare.com,+1-763-768-4759,2022-01-30,60,Metro Clinic,13,41806,On Leave,2025-12-12T07:51:19.481637
696,EMP0696,Jessica Williams,Pharmacist,Emergency,employee696@healthcare.com,+1-976-136-6390,2021-03-09,90,General Medical Center,2,128154,Active,2025-12-12T07:51:19.481637
697,EMP0697,Michael Miller,Administrator,Orthopedics,employee697@healthcare.com,+1-917-684-4300,2024-04-15,90,City Hospital,4,142695,Active,2025-12-12T07:51:19.481637
698,EMP0698,Michael Moore,Pharmacist,Cardiology,employee698@healthcare.com,+1-719-274-1267,2022-10-01,30,Metro Clinic,2,116679,On Leave,2025-12-12T07:51:19.481637
699,EMP0699,James Williams,Doctor,Cardiology,employee699@healthcare.com,+1-671-238-8559,2025-06-30,60,Central Hospital,8,137060,Active,2025-12-12T07:51:19.481637
700,EMP0700,David Moore,Administrator,Cardiology,employee700@healthcare.com,+1-911-337-5052,2025-03-24,60,Metro Clinic,15,74906,Active,2025-12-12T07:51:19.481637
701,EMP0701,David Brown,Pharmacist,Pediatrics,employee701@healthcare.com,+1-991-856-9025,2022-11-20,30,General Medical Center,13,94970,On Leave,2025-12-12T07:51:19.481637
702,EMP0702,John Wilson,Administrator,Neurology,employee702@healthcare.com,+1-520-281-2537,2023-02-12,30,Metro Clinic,1,113426,Active,2025-12-12T07:51:19.481637
703,EMP0703,John Johnson,Administrator,Neurology,employee703@healthcare.com,+1-797-789-2020,2024-05-30,30,General Medical Center,5,47863,Active,2025-12-12T07:51:19.481637
704,EMP0704,Sarah Moore,Receptionist,Emergency,employee704@healthcare.com,+1-912-334-6750,2024-06-15,60,Metro Clinic,2,58492,Active,2025-12-12T07:51:19.481637
705,EMP0705,Jessica Smith,Nurse,Emergency,employee705@healthcare.com,+1-923-679-3424,2024-05-03,30,General Medical Center,15,133835,Active,2025-12-12T07:51:19.481637
706,EMP0706,Robert Taylor,Lab Technician,Cardiology,employee706@healthcare.com,+1-888-715-5123,2022-07-20,30,General Medical Center,9,138948,Active,2025-12-12T07:51:19.481637
707,EMP0707,Maria Miller,Lab Technician,Pediatrics,employee707@healthcare.com,+1-478-212-2497,2021-01-03,90,Metro Clinic,10,62917,Active,2025-12-12T07:51:19.481637
708,EMP0708,James Miller,Doctor,Surgery,employee708@healthcare.com,+1-641-694-1492,2023-01-10,30,Metro Clinic,1,96179,Active,2025-12-12T07:51:19.481637
709,EMP0709,Maria Anderson,Doctor,Cardiology,employee709@healthcare.com,+1-905-108-8427,2022-11-14,90,Metro Clinic,13,40486,On Leave,2025-12-12T07:51:19.481637
710,EMP0710,John Johnson,Doctor,Neurology,employee710@healthcare.com,+1-641-674-2940,2025-10-07,90,General Medical Center,14,65826,Active,2025-12-12T07:51:19.481637
711,EMP0711,Michael Anderson,Receptionist,Emergency,employee711@healthcare.com,+1-623-832-9355,2025-07-29,60,City Hospital,15,70919,Active,2025-12-12T07:51:19.481637
712,EMP0712,Sarah Davis,Doctor,Surgery,employee712@healthcare.com,+1-608-642-3851,2024-04-08,90,Metro Clinic,11,60354,On Leave,2025-12-12T07:51:19.481637
713,EMP0713,David Williams,Administrator,Neurology,employee713@healthcare.com,+1-355-715-5552,2021-03-28,90,Metro Clinic,15,143023,Active,2025-12-12T07:51:19.481637
714,EMP0714,Robert Brown,Administrator,Emergency,employee714@healthcare.com,+1-940-164-7011,2023-04-07,60,General Medical Center,13,92437,Active,2025-12-12T07:51:19.481637
715,EMP0715,Maria Miller,Doctor,Pediatrics,employee715@healthcare.com,+1-568-943-3573,2025-04-08,30,Central Hospital,5,112376,Active,2025-12-12T07:51:19.481637
716,EMP0716,John Johnson,Lab Technician,Orthopedics,employee716@healthcare.com,+1-279-173-9733,2022-12-08,30,Care Hospital,3,147725,Active,2025-12-12T07:51:19.481637
717,EMP0717,Jessica Smith,Receptionist,Pediatrics,employee717@healthcare.com,+1-500-924-1685,2025-09-11,30,General Medical Center,2,123118,Active,2025-12-12T07:51:19.481637
718,EMP0718,Jessica Brown,Nurse,Emergency,employee718@healthcare.com,+1-670-769-6583,2022-08-11,60,Care Hospital,12,62756,On Leave,2025-12-12T07:51:19.481637
719,EMP0719,Emily Wilson,Pharmacist,Surgery,employee719@healthcare.com,+1-347-733-4375,2021-06-30,90,City Hospital,0,41948,Active,2025-12-12T07:51:19.481637
720,EMP0720,Michael Taylor,Pharmacist,Emergency,employee720@healthcare.com,+1-960-390-6460,2025-01-14,60,Central Hospital,9,135924,Active,2025-12-12T07:51:19.481637
721,EMP0721,Sarah Moore,Lab Technician,Surgery,employee721@healthcare.com,+1-329-714-9289,2021-07-15,60,Care Hospital,6,135520,Active,2025-12-12T07:51:19.481637
722,EMP0722,Sarah Anderson,Receptionist,Emergency,employee722@healthcare.com,+1-350-443-6053,2023-10-23,60,City Hospital,6,104305,Active,2025-12-12T07:51:19.481637
723,EMP0723,David Wilson,Pharmacist,Cardiology,employee723@healthcare.com,+1-966-235-2803,2021-11-03,60,Care Hospital,3,50866,On Leave,2025-12-12T07:51:19.481637
724,EMP0724,Emily Smith,Pharmacist,Cardiology,employee724@healthcare.com,+1-850-252-4632,2025-01-15,60,General Medical Center,6,104823,Active,2025-12-12T07:51:19.481637
725,EMP0725,John Wilson,Receptionist,Cardiology,employee725@healthcare.com,+1-874-646-5202,2025-08-28,60,Central Hospital,1,76671,On Leave,2025-12-12T07:51:19.481637
726,EMP0726,Robert Davis,Administrator,Neurology,employee726@healthcare.com,+1-867-152-9268,2023-01-27,90,Central Hospital,0,75957,Active,2025-12-12T07:51:19.481637
727,EMP0727,Robert Wilson,Lab Technician,Neurology,employee727@healthcare.com,+1-468-315-8580,2023-01-06,60,City Hospital,0,103624,Active,2025-12-12T07:51:19.481637
728,EMP0728,Maria Miller,Pharmacist,Pediatrics,employee728@healthcare.com,+1-757-971-8100,2024-07-11,60,Care Hospital,1,75044,Active,2025-12-12T07:51:19.481637
729,EMP0729,Maria Williams,Receptionist,Pediatrics,employee729@healthcare.com,+1-671-166-1669,2025-02-18,60,General Medical Center,0,71547,Active,2025-12-12T07:51:19.481637
730,EMP0730,Robert Wilson,Administrator,Surgery,employee730@healthcare.com,+1-673-391-9971,2021-04-07,30,General Medical Center,11,83261,Active,2025-12-12T07:51:19.481637
731,EMP0731,Lisa Taylor,Pharmacist,Neurology,employee731@healthcare.com,+1-799-496-7491,2023-01-02,90,Care Hospital,13,83498,On Leave,2025-12-12T07:51:19.481637
732,EMP0732,Sarah Miller,Doctor,Neurology,employee732@healthcare.com,+1-980-808-9341,2025-08-27,60,City Hospital,6,58735,Active,2025-12-12T07:51:19.481637
733,EMP0733,James Brown,Receptionist,Emergency,employee733@healthcare.com,+1-578-376-2099,2021-02-12,30,Metro Clinic,9,146255,Active,2025-12-12T07:51:19.481637
734,EMP0734,David Johnson,Administrator,Surgery,employee734@healthcare.com,+1-976-198-5465,2025-11-01,30,Central Hospital,12,76608,Active,2025-12-12T07:51:19.481637
735,EMP0735,James Miller,Pharmacist,Emergency,employee735@healthcare.com,+1-453-152-7714,2023-09-20,30,Central Hospital,5,101064,Active,2025-12-12T07:51:19.481637
736,EMP0736,Sarah Williams,Nurse,Pediatrics,employee736@healthcare.com,+1-458-954-6803,2022-05-19,30,Metro Clinic,6,62487,Active,2025-12-12T07:51:19.481637
737,EMP0737,Lisa Wilson,Nurse,Emergency,employee737@healthcare.com,+1-910-182-7225,2021-09-29,30,Central Hospital,13,104617,Active,2025-12-12T07:51:19.481637
738,EMP0738,Jessica Taylor,Nurse,Surgery,employee738@healthcare.com,+1-605-760-2588,2023-09-12,30,Metro Clinic,4,83060,Active,2025-12-12T07:51:19.481637
739,EMP0739,Michael Taylor,Nurse,Orthopedics,employee739@healthcare.com,+1-783-240-1051,2025-08-24,60,Central Hospital,15,122623,On Leave,2025-12-12T07:51:19.481637
740,EMP0740,Emily Anderson,Nurse,Surgery,employee740@healthcare.com,+1-332-259-4058,2021-03-19,90,Care Hospital,10,146470,Active,2025-12-12T07:51:19.481637
741,EMP0741,Lisa Brown,Receptionist,Orthopedics,employee741@healthcare.com,+1-375-461-5195,2021-02-28,60,Metro Clinic,10,69152,Active,2025-12-12T07:51:19.481637
742,EMP0742,James Moore,Pharmacist,Neurology,employee742@healthcare.com,+1-334-682-5673,2025-03-18,90,City Hospital,5,117441,Active,2025-12-12T07:51:19.481637
743,EMP0743,Lisa Taylor,Lab Technician,Surgery,employee743@healthcare.com,+1-222-920-8159,2022-05-11,30,General Medical Center,1,146405,Active,2025-12-12T07:51:19.481637
744,EMP0744,Lisa Anderson,Pharmacist,Emergency,employee744@healthcare.com,+1-316-994-5744,2023-04-07,60,City Hospital,12,141768,Active,2025-12-12T07:51:19.481637
745,EMP0745,Jessica Brown,Doctor,Emergency,employee745@healthcare.com,+1-869-996-3846,2025-06-24,30,Metro Clinic,14,149712,Active,2025-12-12T07:51:19.481637
746,EMP0746,Emily Brown,Pharmacist,Pediatrics,employee746@healthcare.com,+1-750-816-2267,2023-03-19,90,City Hospital,11,116995,Active,2025-12-12T07:51:19.481637
747,EMP0747,David Taylor,Receptionist,Cardiology,employee747@healthcare.com,+1-364-778-5709,2022-12-07,30,City Hospital,11,144301,Active,2025-12-12T07:51:19.481637
748,EMP0748,Sarah Moore,Receptionist,Emergency,employee748@healthcare.com,+1-629-146-8859,2025-05-23,60,Metro Clinic,4,50776,Active,2025-12-12T07:51:19.481637
749,EMP0749,Michael Brown,Doctor,Pediatrics,employee749@healthcare.com,+1-275-688-9337,2022-01-09,90,Care Hospital,2,62645,On Leave,2025-12-12T07:51:19.481637
750,EMP0750,James Brown,Nurse,Orthopedics,employee750@healthcare.com,+1-461-349-9525,2022-09-03,30,General Medical Center,10,70934,On Leave,2025-12-12T07:51:19.481637
751,EMP0751,David Williams,Pharmacist,Neurology,employee751@healthcare.com,+1-341-530-5805,2022-02-02,90,Care Hospital,10,51614,Active,2025-12-12T07:51:19.481637
752,EMP0752,Robert Davis,Doctor,Orthopedics,employee752@healthcare.com,+1-942-881-8007,2024-02-06,60,Care Hospital,14,118430,Active,2025-12-12T07:51:19.481637
753,EMP0753,Robert Johnson,Administrator,Orthopedics,employee753@healthcare.com,+1-841-174-9679,2022-02-18,60,Metro Clinic,14,133083,Active,2025-12-12T07:51:19.481637
754,EMP0754,James Smith,Pharmacist,Surgery,employee754@healthcare.com,+1-871-642-2676,2025-06-26,60,Central Hospital,12,95927,Active,2025-12-12T07:51:19.481637
755,EMP0755,John Smith,Receptionist,Neurology,employee755@healthcare.com,+1-910-673-1781,2021-08-19,30,Care Hospital,15,136281,Active,2025-12-12T07:51:19.481637
756,EMP0756,Lisa Moore,Administrator,Orthopedics,employee756@healthcare.com,+1-344-587-3639,2022-11-09,30,Care Hospital,4,132821,Active,2025-12-12T07:51:19.481637
757,EMP0757,Sarah Wilson,Administrator,Emergency,employee757@healthcare.com,+1-728-307-6571,2022-12-18,90,General Medical Center,3,67735,Active,2025-12-12T07:51:19.481637
758,EMP0758,Sarah Davis,Administrator,Cardiology,employee758@healthcare.com,+1-408-492-9023,2023-12-06,30,Care Hospital,10,64810,Active,2025-12-12T07:51:19.481637
759,EMP0759,Jessica Moore,Receptionist,Pediatrics,employee759@healthcare.com,+1-961-999-5111,2025-09-24,30,Central Hospital,12,140826,On Leave,2025-12-12T07:51:19.481637
760,EMP0760,Michael Miller,Doctor,Pediatrics,employee760@healthcare.com,+1-554-751-1363,2024-12-30,60,City Hospital,10,129040,Active,2025-12-12T07:51:19.481637
761,EMP0761,Michael Davis,Lab Technician,Orthopedics,employee761@healthcare.com,+1-422-550-7137,2022-01-24,90,Central Hospital,12,138214,On Leave,2025-12-12T07:51:19.481637
762,EMP0762,James Moore,Doctor,Emergency,employee762@healthcare.com,+1-695-473-1746,2024-09-03,90,City Hospital,4,103039,Active,2025-12-12T07:51:19.481637
763,EMP0763,John Brown,Receptionist,Surgery,employee763@healthcare.com,+1-989-127-3981,2024-10-26,60,Central Hospital,4,108474,Active,2025-12-12T07:51:19.481637
764,EMP0764,Lisa Miller,Nurse,Emergency,employee764@healthcare.com,+1-729-711-7227,2025-07-08,60,General Medical Center,6,52128,On Leave,2025-12-12T07:51:19.481637
765,EMP0765,Lisa Anderson,Receptionist,Neurology,employee765@healthcare.com,+1-447-316-4648,2025-04-13,90,General Medical Center,9,99980,On Leave,2025-12-12T07:51:19.481637
766,EMP0766,Maria Taylor,Administrator,Orthopedics,employee766@healthcare.com,+1-868-780-5730,2025-01-23,90,City Hospital,12,144180,On Leave,2025-12-12T07:51:19.481637
767,EMP0767,David Anderson,Lab Technician,Orthopedics,employee767@healthcare.com,+1-896-599-6417,2023-12-19,30,City Hospital,6,64427,Active,2025-12-12T07:51:19.481637
768,EMP0768,James Williams,Nurse,Pediatrics,employee768@healthcare.com,+1-652-309-1763,2024-08-02,30,Metro Clinic,3,59434,Active,2025-12-12T07:51:19.481637
769,EMP0769,Maria Brown,Lab Technician,Neurology,employee769@healthcare.com,+1-997-441-8402,2023-08-21,90,General Medical Center,4,72883,Active,2025-12-12T07:51:19.481637
770,EMP0770,Maria Williams,Nurse,Emergency,employee770@healthcare.com,+1-241-345-2217,2022-08-15,90,Metro Clinic,12,66270,Active,2025-12-12T07:51:19.481637
771,EMP0771,Emily Brown,Administrator,Emergency,employee771@healthcare.com,+1-481-162-8675,2021-03-04,60,Central Hospital,2,141052,On Leave,2025-12-12T07:51:19.481637
772,EMP0772,David Moore,Lab Technician,Emergency,employee772@healthcare.com,+1-955-204-1309,2023-03-24,30,Metro Clinic,12,77818,Active,2025-12-12T07:51:19.481637
773,EMP0773,Sarah Taylor,Receptionist,Surgery,employee773@healthcare.com,+1-203-220-1385,2021-04-16,90,General Medical Center,13,145983,Active,2025-12-12T07:51:19.481637
774,EMP0774,David Moore,Nurse,Emergency,employee774@healthcare.com,+1-408-610-9151,2024-09-06,90,General Medical Center,12,78544,On Leave,2025-12-12T07:51:19.481637
775,EMP0775,Robert Wilson,Administrator,Cardiology,employee775@healthcare.com,+1-503-481-2429,2023-12-27,90,Care Hospital,15,140305,Active,2025-12-12T07:51:19.481637
776,EMP0776,Lisa Smith,Lab Technician,Orthopedics,employee776@healthcare.com,+1-244-997-3881,2023-11-26,30,General Medical Center,5,129566,Active,2025-12-12T07:51:19.481637
777,EMP0777,Maria Davis,Pharmacist,Surgery,employee777@healthcare.com,+1-565-711-1244,2021-09-10,30,Metro Clinic,10,146548,Active,2025-12-12T07:51:19.481637
778,EMP0778,John Brown,Pharmacist,Pediatrics,employee778@healthcare.com,+1-283-730-9354,2023-01-01,30,Care Hospital,4,147123,Active,2025-12-12T07:51:19.481637
779,EMP0779,Sarah Smith,Nurse,Cardiology,employee779@healthcare.com,+1-914-903-7266,2022-03-18,30,General Medical Center,4,134987,Active,2025-12-12T07:51:19.481637
780,EMP0780,Jessica Wilson,Receptionist,Neurology,employee780@healthcare.com,+1-593-239-1799,2022-04-11,90,Metro Clinic,5,146844,Active,2025-12-12T07:51:19.481637
781,EMP0781,Robert Davis,Administrator,Orthopedics,employee781@healthcare.com,+1-387-274-6742,2025-03-24,60,General Medical Center,6,137416,On Leave,2025-12-12T07:51:19.481637
782,EMP0782,James Johnson,Receptionist,Pediatrics,employee782@healthcare.com,+1-429-274-5453,2024-11-22,90,Metro Clinic,14,71018,On Leave,2025-12-12T07:51:19.481637
783,EMP0783,Michael Johnson,Nurse,Neurology,employee783@healthcare.com,+1-929-209-7849,2025-03-10,30,General Medical Center,10,120943,Active,2025-12-12T07:51:19.481637
784,EMP0784,Emily Moore,Lab Technician,Orthopedics,employee784@healthcare.com,+1-792-672-1015,2025-02-21,60,Central Hospital,3,98446,Active,2025-12-12T07:51:19.481637
785,EMP0785,Jessica Miller,Lab Technician,Cardiology,employee785@healthcare.com,+1-483-508-5151,2021-07-10,90,General Medical Center,2,64629,Active,2025-12-12T07:51:19.481637
786,EMP0786,Robert Smith,Doctor,Surgery,employee786@healthcare.com,+1-938-234-4208,2022-02-25,60,Metro Clinic,8,92827,Active,2025-12-12T07:51:19.481637
787,EMP0787,Sarah Anderson,Receptionist,Cardiology,employee787@healthcare.com,+1-468-979-1634,2021-09-25,60,General Medical Center,3,123132,Active,2025-12-12T07:51:19.481637
788,EMP0788,Maria Smith,Doctor,Surgery,employee788@healthcare.com,+1-875-683-4208,2021-01-08,30,Metro Clinic,0,88663,On Leave,2025-12-12T07:51:19.481637
